alert_id,timestamp,day,source,severity,title,suppressed,confidence,trust_score,C,B,H,E,trust_decision,gated,actions,rule_evaluation_latency_ms
b161060f-c96e-46f9-88f8-5deb83ebf045,2026-02-02T05:34:52.000Z,19,splunk,P3,"Index volume spike detected",false,0.869,0.8327,0.869,0.616,0.903,0.8,conditional,false,"create_incident",15
1604dec1-8fa6-4393-b693-3592faea91ad,2026-02-02T19:39:39.000Z,19,aws-cloudwatch,P2,"CloudFront origin timeout",false,0.825,0.838,0.825,0.84,0.798,1,conditional,true,"create_incident (gated);page_oncall (gated)",14
6b8bc88a-9efb-40a3-afe0-19463676ce8e,2026-02-02T16:36:39.000Z,19,datadog,P2,"High latency detected on api-gateway service",false,1,0.9671,1,0.871,0.946,1,human_review_anomaly,true,"create_incident (pending_review);page_oncall (pending_review)",5
95973132-e982-4f6c-83d6-75eaee991df5,2026-02-02T00:06:14.000Z,19,newrelic,P4,"Infrastructure host not reporting",false,0.53,0.6314,0.53,0.724,0.711,0.8,human_review,true,"",7
8ee7f671-58ff-4dc5-9ae9-b72987cdf8e6,2026-02-02T03:49:50.000Z,19,splunk,P4,"Scheduled search failure",false,0.743,0.7173,0.743,0.474,0.779,0.8,conditional,false,"",3
7b332fd9-04b2-4397-99a8-72eb1dd36e7f,2026-02-02T00:07:44.000Z,19,aws-cloudwatch,P4,"EC2 CPU utilization exceeds 95% on prod-web-10",false,0.924,0.9027,0.924,0.738,1,0.8,auto_execute,false,"",8
4035f144-a250-4c29-be6d-1aad6a9777ed,2026-02-02T12:55:12.000Z,19,datadog,P4,"Anomaly detected: request rate drop on checkout-service",false,0.722,0.8076,0.722,0.974,0.802,1,conditional,false,"",11
6650ed0b-de19-4074-aba7-c1b3db76323f,2026-02-02T20:39:40.000Z,19,newrelic,P3,"Browser JS error rate spike",false,0.763,0.8088,0.763,0.974,0.725,1,conditional,false,"create_incident",10
72d65e9c-1aaa-4918-8f25-f60ccb047b11,2026-02-02T00:18:17.000Z,19,splunk,P3,"Notable event: data exfiltration pattern",false,0.923,0.8695,0.923,0.86,0.796,0.8,conditional,false,"create_incident",7
787eb846-66f6-42f7-9f58-2799a86a96eb,2026-02-02T00:04:05.000Z,19,aws-cloudwatch,P4,"EC2 CPU utilization exceeds 95% on prod-web-5",true,,,,,,,suppressed_by_rule,false,"",2
031edadb-1748-4458-98f0-f1b9fc834fdc,2026-02-02T02:22:19.000Z,19,datadog,P4,"High latency detected on api-gateway service",false,1,0.8545,1,0.457,0.824,0.8,human_review_anomaly,true,"",5
4f7fccb7-b734-4971-ab7c-3fa133c5c583,2026-02-02T02:37:37.000Z,19,newrelic,P3,"Infrastructure host not reporting",false,1,0.8791,1,0.577,0.85,0.8,human_review_anomaly,true,"create_incident (pending_review)",3
126aac3a-2fed-465a-93b6-1c1b94d8e9c8,2026-02-02T23:04:44.000Z,19,splunk,P3,"Log ingestion delay exceeding 5 minutes",false,0.849,0.8298,0.849,0.799,0.822,0.8,conditional,false,"create_incident",16
b3031817-9a31-4706-ad2a-c483cedfeb1a,2026-02-02T18:14:40.000Z,19,aws-cloudwatch,noise,"S3 bucket access denied anomaly",false,0.688,0.731,0.688,0.587,0.796,1,conditional,false,"",7
4b874011-8e45-468b-8ced-4a65197e57b7,2026-02-02T06:29:03.000Z,19,datadog,P1,"Container restart loop detected",false,0.867,0.854,0.867,0.88,0.754,1,conditional,true,"create_incident (gated);declare_mim (gated);page_oncall (gated)",8
2a720f9b-b106-4337-b202-8906ade3f8fd,2026-02-02T15:56:44.000Z,19,newrelic,noise,"Mobile crash rate increase on iOS app",false,0.774,0.8855,0.774,1,0.994,1,conditional,false,"",15
b32d40d9-df8f-4950-8cea-c44d727fe213,2026-02-02T03:31:00.000Z,19,splunk,P3,"Notable event: data exfiltration pattern",false,0.984,0.9646,0.984,0.969,0.989,0.8,auto_execute,false,"create_incident",9
ec659196-a584-40c1-97fc-0c0312757c19,2026-02-02T21:50:28.000Z,19,aws-cloudwatch,P3,"SQS dead-letter queue depth increasing",false,0.944,0.958,0.944,1,0.944,1,auto_execute,false,"create_incident",13
9c216e6e-141b-4f45-bbac-b52d58b6d878,2026-02-02T03:26:38.000Z,19,datadog,P4,"Disk IOPS saturated on data-warehouse",true,,,,,,,suppressed_by_rule,false,"",1
378aa100-95cf-4d65-9d4d-9c3595d0d74e,2026-02-02T22:58:50.000Z,19,newrelic,noise,"Apdex score below threshold on web-frontend",true,,,,,,,suppressed_by_rule,false,"",1
9576327e-cd80-4ac5-9e7c-a65348c10f66,2026-02-02T14:20:25.000Z,19,splunk,P3,"Index volume spike detected",false,0.888,0.8975,0.888,1,0.814,1,conditional,false,"create_incident",3
8e59bb05-f852-4ef1-ac55-a07055db576e,2026-02-02T01:40:39.000Z,19,aws-cloudwatch,P4,"EC2 CPU utilization exceeds 95% on prod-web-6",false,0.981,0.8593,0.981,0.807,0.751,0.6,conditional,false,"",8
a87995e7-5d2e-46fc-9031-32236777dc97,2026-02-02T12:46:41.000Z,19,datadog,P3,"Custom metric threshold: cart-abandonment-rate",false,0.818,0.826,0.818,0.63,0.89,1,conditional,false,"create_incident",16
e6ec794b-be1f-4c99-89c8-b0590c1fdd0a,2026-02-02T06:18:03.000Z,19,newrelic,P2,"NRQL alert: slow database queries",false,0.891,0.8276,0.891,0.489,0.835,1,conditional,true,"create_incident (gated);page_oncall (gated)",11
974d2e87-e4af-4796-aaf6-0a889c6430f8,2026-02-02T05:33:55.000Z,19,splunk,P2,"Log ingestion delay exceeding 5 minutes",false,0.89,0.8318,0.89,0.577,0.881,0.8,conditional,true,"create_incident (gated);page_oncall (gated)",16
469893b7-73c9-4994-ade1-f572e15bd578,2026-02-02T17:22:10.000Z,19,aws-cloudwatch,P3,"ELB 5xx error rate elevated",false,0.951,0.8649,0.951,0.621,0.785,1,conditional,false,"create_incident",14
477d748d-5adc-4923-8472-1b019a3eec3b,2026-02-02T04:09:23.000Z,19,datadog,P3,"Memory usage critical on k8s node prod-worker-6",false,0.701,0.7293,0.701,0.627,0.819,0.8,conditional,false,"create_incident",16
137b0a86-2ee0-434f-8398-f28b059363a6,2026-02-02T21:43:12.000Z,19,newrelic,P4,"Infrastructure host not reporting",false,0.771,0.8399,0.771,0.696,1,1,conditional,false,"",9
ee1c853f-d9ac-47ff-af74-e6839e5de980,2026-02-02T03:23:20.000Z,19,splunk,P4,"Alert: unauthorized access attempt",true,,,,,,,suppressed_by_rule,false,"",4
336ddb3a-1c69-4b35-bd57-f6fbb2a1eda3,2026-02-02T19:50:32.000Z,19,aws-cloudwatch,P4,"EC2 CPU utilization exceeds 95% on prod-web-3",false,0.805,0.8144,0.805,0.839,0.744,1,conditional,false,"",8
3f1876b1-685f-4e57-9284-573aa65eadf9,2026-02-02T23:23:15.000Z,19,datadog,noise,"Network packet loss on prod-vpc",true,,,,,,,suppressed_by_rule,false,"",3
b1817c97-49d4-4e7f-857e-c540c529b4be,2026-02-02T03:25:20.000Z,19,newrelic,P3,"Distributed trace anomaly detected",false,0.975,0.8766,0.975,0.719,0.805,0.8,conditional,false,"create_incident",16
b51e73c8-21fa-43a5-ab92-3af54516cf0f,2026-02-02T06:44:33.000Z,19,splunk,P2,"Log ingestion delay exceeding 5 minutes",true,,,,,,,suppressed_by_rule,false,"",2
88c54567-6642-4d85-8d09-a8ad5cec74bd,2026-02-02T05:12:35.000Z,19,aws-cloudwatch,noise,"DynamoDB throttled reads on user-sessions",false,0.986,0.8475,0.986,0.49,0.804,0.8,conditional,false,"",7
1297b326-105c-46dd-a1aa-28e73006930a,2026-02-02T17:22:54.000Z,19,datadog,P3,"High latency detected on api-gateway service",false,0.685,0.7531,0.685,0.496,0.945,1,conditional,false,"create_incident",16
01c02ade-7f98-461d-b590-b3e6cb90b58e,2026-02-02T10:39:52.000Z,19,newrelic,noise,"Mobile crash rate increase on iOS app",false,0.753,0.7888,0.753,0.669,0.848,1,conditional,false,"",11
07fea1fb-f5d8-4e14-a72b-78195e24a7b4,2026-02-02T21:24:46.000Z,19,splunk,P4,"Security: failed login attempts exceed threshold",false,0.832,0.8673,0.832,0.787,0.933,1,conditional,false,"",10
cdd61bd3-ddf3-4485-899a-668a7ebecbd7,2026-02-02T11:50:06.000Z,19,aws-cloudwatch,P3,"Route53 health check failing",true,,,,,,,suppressed_by_rule,false,"",4
f8e9d599-9157-43de-b0a1-0902ccd8da10,2026-02-02T22:37:07.000Z,19,datadog,P2,"Container restart loop detected",true,,,,,,,suppressed_by_rule,false,"",5
3b63a728-8995-4a2a-af88-f695a2112acc,2026-02-02T05:57:57.000Z,19,newrelic,P4,"Infrastructure host not reporting",false,0.808,0.7646,0.808,0.639,0.739,0.8,conditional,false,"",9
3c2474d4-e179-4386-ab84-2f31890afa6e,2026-02-02T10:15:18.000Z,19,splunk,P3,"Scheduled search failure",false,0.969,0.8673,0.969,0.804,0.649,1,conditional,false,"create_incident",14
2e01a496-d6aa-4ccf-9308-f145de5a4a5e,2026-02-02T00:48:20.000Z,19,aws-cloudwatch,P3,"Lambda function error rate above threshold",false,0.976,0.8772,0.976,0.613,0.869,0.8,conditional,true,"create_incident (gated)",10
473c219e-89f8-4f4a-a318-746604be5afb,2026-02-02T21:40:29.000Z,19,datadog,P3,"High latency detected on api-gateway service",false,0.856,0.7684,0.856,0.368,0.741,1,conditional,false,"create_incident",13
0fd9c62d-2d45-4105-959c-cf4867f0a880,2026-02-02T21:50:13.000Z,19,newrelic,P3,"NRQL alert: slow database queries",false,0.756,0.7527,0.756,0.731,0.66,1,conditional,true,"create_incident (gated)",5
37b32043-fac1-4e53-b540-0c9bad2e70b1,2026-02-02T19:21:19.000Z,19,splunk,P4,"Correlation: multi-source outage pattern",true,,,,,,,suppressed_by_rule,false,"",5
1d00b12e-a467-4823-8276-c718ab3ce5a7,2026-02-02T08:07:55.000Z,19,aws-cloudwatch,P3,"DynamoDB throttled reads on user-sessions",true,,,,,,,suppressed_by_rule,false,"",5
f59c5973-bd49-49d2-b846-71375880513c,2026-02-02T18:24:26.000Z,19,datadog,noise,"Network packet loss on prod-vpc",true,,,,,,,suppressed_by_rule,false,"",5
9567db00-6a9b-43b0-8ff2-115626e06244,2026-02-02T06:03:58.000Z,19,newrelic,P3,"Synthetic monitor failure: checkout-flow",false,0.827,0.8231,0.827,0.671,0.836,1,conditional,false,"create_incident",15
6102ab1a-5950-4724-aa54-31a4e6f99000,2026-02-02T20:15:33.000Z,19,splunk,P4,"Security: failed login attempts exceed threshold",true,,,,,,,suppressed_by_rule,false,"",4
092f2a06-57df-4e56-93ab-f4b1dc5b239d,2026-02-02T10:50:21.000Z,19,aws-cloudwatch,P4,"S3 bucket access denied anomaly",true,,,,,,,suppressed_by_rule,false,"",1
285b0119-74b6-4f6c-85ee-916c63820df1,2026-02-02T09:13:14.000Z,19,datadog,P3,"Network packet loss on prod-vpc",false,1,0.8893,1,0.717,0.727,1,human_review_anomaly,true,"create_incident (pending_review)",16
84d036f5-b44d-44c3-aede-46c430af6fcb,2026-02-02T12:07:09.000Z,19,newrelic,noise,"NRQL alert: slow database queries",false,0.71,0.7284,0.71,0.526,0.778,1,conditional,false,"",6
5e369a1c-aaf8-47c1-981f-944b2199f8e8,2026-02-02T05:54:18.000Z,19,splunk,P4,"Correlation search: suspicious API activity",true,,,,,,,suppressed_by_rule,false,"",4
72bf1c4e-f9de-4246-89c6-8a794e2b4f95,2026-02-02T00:05:28.000Z,19,aws-cloudwatch,P1,"Route53 health check failing",false,0.956,0.8737,0.956,0.618,0.892,0.8,conditional,false,"create_incident;declare_mim;page_oncall",9
a67a0e80-0024-40f3-98e8-fab32ae73210,2026-02-02T17:31:04.000Z,19,datadog,P3,"APM trace error spike on payment-processor",true,,,,,,,suppressed_by_rule,false,"",5
cfc8ce9e-ac50-4d69-93f1-5106d865fbd6,2026-02-02T14:15:45.000Z,19,newrelic,P3,"NRQL alert: slow database queries",false,0.664,0.7651,0.664,0.612,0.965,1,conditional,false,"create_incident",18
267909f1-cf29-44d8-80b2-f3e47b0804c7,2026-02-02T04:40:10.000Z,19,splunk,P4,"Correlation search: suspicious API activity",true,,,,,,,suppressed_by_rule,false,"",3
b1e40ca4-1776-44fb-8381-c7ab7c1cadd1,2026-02-02T04:34:34.000Z,19,aws-cloudwatch,noise,"Lambda function error rate above threshold",false,1,0.93,1,1,0.8,0.8,human_review_anomaly,true,"",12
434b8481-49e8-4dd6-a175-3d7a133db672,2026-02-02T08:41:56.000Z,19,datadog,P4,"Disk IOPS saturated on data-warehouse",false,1,0.9378,1,0.927,0.795,1,human_review_anomaly,true,"",11
8ec07064-8315-4a0b-8f42-19722df9254a,2026-02-02T04:40:55.000Z,19,newrelic,P4,"Key transaction SLA violation",false,0.621,0.672,0.621,0.72,0.694,0.8,human_review,true,"",11
3b65fa96-ae24-4f20-82ac-ff8bb93ca3aa,2026-02-02T19:03:23.000Z,19,splunk,P2,"Notable event: data exfiltration pattern",true,,,,,,,suppressed_by_rule,false,"",4
28596d45-07cd-465f-9157-6d45d29b412f,2026-02-02T04:45:41.000Z,19,aws-cloudwatch,noise,"CloudFront origin timeout",false,0.77,0.7344,0.77,0.786,0.686,0.6,conditional,false,"",15
c052e1ca-23e4-4c16-88be-a6e9a4d833c2,2026-02-02T06:16:17.000Z,19,datadog,noise,"Log volume anomaly on auth-service",false,0.889,0.8481,0.889,0.666,0.815,1,conditional,false,"",17
99dda1a0-c78b-4482-91bf-0e5c3b212fd9,2026-02-02T10:19:25.000Z,19,newrelic,P3,"Transaction error rate elevated on /api/orders",true,,,,,,,suppressed_by_rule,false,"",3
c2225ef8-f800-497a-be5c-5308591306d7,2026-02-02T16:13:13.000Z,19,splunk,noise,"Notable event: data exfiltration pattern",false,0.897,0.848,0.897,0.847,0.69,1,conditional,false,"",17
bfa58afb-2cf7-41f4-847e-9f2f9bff0e18,2026-02-02T04:51:06.000Z,19,aws-cloudwatch,noise,"DynamoDB throttled reads on user-sessions",false,0.785,0.7641,0.785,0.559,0.831,0.8,conditional,false,"",8
9efa1ddd-4479-49b9-9350-02cad79afaf7,2026-02-02T18:41:34.000Z,19,datadog,P1,"Disk IOPS saturated on data-warehouse",false,0.641,0.7739,0.641,0.811,0.927,1,conditional,true,"create_incident (gated);declare_mim (gated);page_oncall (gated)",15
a9f86891-2f63-4e4c-8b92-b011a628a455,2026-02-02T10:43:55.000Z,19,newrelic,noise,"Key transaction SLA violation",false,0.727,0.7624,0.727,0.666,0.796,1,conditional,false,"",6
87451352-a71b-4fe5-ae19-653536949ee6,2026-02-02T22:39:30.000Z,19,splunk,P1,"Index volume spike detected",false,0.764,0.8436,0.764,0.887,0.914,1,conditional,true,"create_incident (gated);declare_mim (gated);page_oncall (gated)",4
62c21a45-9091-4ddb-a068-5020512edce3,2026-02-02T12:34:39.000Z,19,aws-cloudwatch,P3,"ECS task stopped unexpectedly",false,0.708,0.7066,0.708,0.702,0.749,0.6,conditional,false,"create_incident",9
11c1dd83-6321-4ca2-be2e-adfa648d5e28,2026-02-02T10:47:32.000Z,19,datadog,P4,"Anomaly detected: request rate drop on checkout-service",false,0.847,0.8227,0.847,0.728,0.76,1,conditional,false,"",9
6567aa86-6c3e-44bc-ba5f-ce3700ba1296,2026-02-02T13:17:31.000Z,19,newrelic,P3,"Browser JS error rate spike",false,0.901,0.8685,0.901,0.793,0.796,1,conditional,false,"create_incident",6
58a121b8-923f-45f5-be34-dc0338be2b96,2026-02-02T13:11:00.000Z,19,splunk,noise,"Correlation: multi-source outage pattern",false,0.803,0.7797,0.803,0.668,0.712,1,conditional,false,"",11
7572214a-7767-409b-82f4-79190242cc1d,2026-02-02T17:51:59.000Z,19,aws-cloudwatch,P3,"Route53 health check failing",false,0.979,0.9398,0.979,0.669,1,1,auto_execute,false,"create_incident",4
e80f812a-e522-4bc5-81d2-54316c7ab96f,2026-02-02T14:11:44.000Z,19,datadog,P3,"Anomaly detected: request rate drop on checkout-service",false,0.782,0.8071,0.782,0.799,0.785,1,conditional,false,"create_incident",15
d538d6cb-86d1-4a6d-a2b2-ab8459254af5,2026-02-02T14:47:33.000Z,19,newrelic,noise,"Workload health degraded: payments-stack",true,,,,,,,suppressed_by_rule,false,"",2
d7d4956f-3ba2-4334-af8c-55a2daa051b9,2026-02-02T17:59:08.000Z,19,splunk,P4,"Scheduled search failure",false,0.781,0.8571,0.781,0.839,0.963,1,conditional,false,"",16
a0978219-9a09-4d65-bdbe-0db71f89cf6e,2026-02-02T08:02:01.000Z,19,aws-cloudwatch,P4,"EC2 CPU utilization exceeds 95% on prod-web-11",true,,,,,,,suppressed_by_rule,false,"",3
02015036-42da-4109-9c0b-40f2dfbb9353,2026-02-02T18:57:13.000Z,19,datadog,P3,"Network packet loss on prod-vpc",false,0.89,0.8653,0.89,0.622,0.908,1,conditional,false,"create_incident",7
4c7b3c27-6308-4b8f-be7b-ec7673b1fb76,2026-02-02T18:37:40.000Z,19,newrelic,P3,"Apdex score below threshold on web-frontend",false,1,0.9355,1,0.707,0.918,1,human_review_anomaly,true,"create_incident (pending_review)",6
0810f25b-56f4-49d9-b08c-65ae4a3a155a,2026-02-02T21:35:14.000Z,19,splunk,P4,"Security: failed login attempts exceed threshold",false,0.815,0.7512,0.815,0.658,0.58,1,conditional,false,"",6
e15b2512-71eb-45ed-adee-644d25457d39,2026-02-02T15:19:17.000Z,19,aws-cloudwatch,P4,"S3 bucket access denied anomaly",false,0.76,0.8674,0.76,0.916,1,1,conditional,false,"",3
4d34174c-5a9e-4c6d-9b1e-98bb77397512,2026-02-02T01:51:46.000Z,19,datadog,P3,"Database query latency p99 exceeds SLA",false,0.666,0.7369,0.666,0.776,0.83,0.8,conditional,true,"create_incident (gated)",14
a831ea50-6bb2-4e5c-8303-279af68db952,2026-02-02T04:40:28.000Z,19,newrelic,P2,"Distributed trace anomaly detected",false,1,0.9548,1,0.839,0.996,0.8,human_review_anomaly,true,"create_incident (pending_review);page_oncall (pending_review)",5
f9b9b1bc-c22a-4756-96ab-175845bae4ed,2026-02-02T17:24:49.000Z,19,splunk,P4,"Correlation: multi-source outage pattern",false,0.722,0.7657,0.722,0.691,0.804,1,conditional,false,"",11
59062edb-a053-4289-b451-1c3fbf923986,2026-02-02T14:10:45.000Z,19,aws-cloudwatch,P4,"RDS connection count spike on primary-db",false,0.633,0.7613,0.633,0.752,0.928,1,conditional,false,"",18
66bda04f-b9c9-48c7-826f-1dd74bb1e220,2026-02-02T04:10:53.000Z,19,datadog,P3,"Log volume anomaly on auth-service",false,1,0.9108,1,0.539,1,0.8,human_review_anomaly,true,"create_incident (pending_review)",18
6536395b-7f63-4af1-a71f-cb0b207d86a9,2026-02-02T06:57:00.000Z,19,newrelic,P4,"Infrastructure host not reporting",false,0.915,0.8606,0.915,0.552,0.881,1,conditional,false,"",17
a64718a8-ba97-4825-b459-5c558cb9aa2a,2026-02-02T08:31:40.000Z,19,splunk,noise,"Alert: unauthorized access attempt",true,,,,,,,suppressed_by_rule,false,"",2
5c4a2afb-65b4-4624-af3f-15fd27f9962d,2026-02-02T20:55:17.000Z,19,aws-cloudwatch,P4,"S3 bucket access denied anomaly",true,,,,,,,suppressed_by_rule,false,"",4
cb0fe65b-5f13-4362-bc29-da4659609f53,2026-02-02T14:49:12.000Z,19,datadog,P3,"Log volume anomaly on auth-service",true,,,,,,,suppressed_by_rule,false,"",2
6c202773-6e47-4e5b-86c2-5b3c6bbce43d,2026-02-02T05:18:18.000Z,19,newrelic,P3,"Distributed trace anomaly detected",false,0.816,0.8222,0.816,0.66,0.941,0.8,conditional,false,"create_incident",10
9a3303e3-023d-4049-81da-68ea1d171d8c,2026-02-02T17:09:45.000Z,19,splunk,P3,"Scheduled search failure",false,1,0.9429,1,0.831,0.873,1,human_review_anomaly,true,"create_incident (pending_review)",14
ac43bf45-be24-4479-8f7d-062146d8929d,2026-02-02T13:54:31.000Z,19,aws-cloudwatch,P3,"Route53 health check failing",false,0.763,0.8255,0.763,0.697,0.958,1,conditional,false,"create_incident",8
6726e417-c06c-4dc8-becb-713b15a356ab,2026-02-02T18:23:02.000Z,19,datadog,noise,"Database query latency p99 exceeds SLA",false,0.975,0.9365,0.975,0.865,0.877,1,auto_execute,false,"",10
3c7d5b46-96ce-406f-b2ba-4255b85ea9f5,2026-02-02T22:12:53.000Z,19,newrelic,noise,"Browser JS error rate spike",true,,,,,,,suppressed_by_rule,false,"",4
8fb3b315-2ada-44ea-a90f-ce4a1b6c7d12,2026-02-02T15:45:46.000Z,19,splunk,P3,"Index volume spike detected",false,0.856,0.8083,0.856,0.509,0.816,1,conditional,false,"create_incident",10
1a57752d-2e93-4951-ad9a-8a6a000b8da2,2026-02-02T02:15:05.000Z,19,aws-cloudwatch,P3,"EC2 CPU utilization exceeds 95% on prod-web-12",false,0.783,0.7596,0.783,0.634,0.772,0.8,conditional,false,"create_incident",10
d0cb9f60-e429-490a-8f61-54ee82a08bf4,2026-02-02T12:52:12.000Z,19,datadog,P2,"Network packet loss on prod-vpc",false,0.853,0.8508,0.853,0.71,0.871,1,conditional,false,"create_incident;page_oncall",3
cf6ac3ac-efc0-49bc-a32f-38cb507a04ac,2026-02-02T13:13:07.000Z,19,newrelic,P3,"Apdex score below threshold on web-frontend",false,1,0.9421,1,0.666,0.969,1,human_review_anomaly,true,"create_incident (pending_review)",14
6f554f23-ab70-4004-a843-9bc42bbd697c,2026-02-02T06:35:10.000Z,19,splunk,P2,"Search head cluster replication lag",false,0.79,0.786,0.79,0.648,0.775,1,conditional,false,"create_incident;page_oncall",3
bd9b9373-4ec5-4b53-8f58-d74112e4880c,2026-02-02T23:42:35.000Z,19,aws-cloudwatch,P1,"S3 bucket access denied anomaly",true,,,,,,,suppressed_by_rule,false,"",3
4f35a832-be8b-4463-a4a7-5da18851e084,2026-02-02T01:45:02.000Z,19,datadog,P3,"Network packet loss on prod-vpc",true,,,,,,,suppressed_by_rule,false,"",1
e6bd7a24-d1d3-4ec1-b42e-d1a07101c3bd,2026-02-02T18:00:16.000Z,19,newrelic,P2,"Distributed trace anomaly detected",false,1,0.9343,1,0.854,0.825,1,human_review_anomaly,true,"create_incident (pending_review);page_oncall (pending_review)",16
1da7013d-c47f-4da9-8b7b-dddd9b85bf09,2026-02-02T00:36:11.000Z,19,splunk,P3,"Alert: unauthorized access attempt",true,,,,,,,suppressed_by_rule,false,"",4
15c93e75-87ec-4a14-9ced-a1ae0811e4ce,2026-02-02T13:52:28.000Z,19,aws-cloudwatch,P4,"Route53 health check failing",false,0.81,0.7842,0.81,0.428,0.86,1,conditional,false,"",18
8df10331-2b46-4dcf-83dc-ff7bbe5badb1,2026-02-02T06:46:34.000Z,19,datadog,P2,"Network packet loss on prod-vpc",false,0.933,0.8942,0.933,0.608,0.946,1,conditional,false,"create_incident;page_oncall",17
2c1556fb-0be3-456e-b29a-21dd9ae7dcdf,2026-02-02T14:06:06.000Z,19,newrelic,noise,"Mobile crash rate increase on iOS app",true,,,,,,,suppressed_by_rule,false,"",3
33e8619b-e999-46a5-a083-ad4755cd3f9a,2026-02-02T04:06:37.000Z,19,splunk,P3,"Security: failed login attempts exceed threshold",false,0.911,0.8499,0.911,0.886,0.766,0.7,conditional,false,"create_incident",15
dac6f98e-9beb-49a7-8157-6cd9e7ee18a1,2026-02-02T15:56:34.000Z,19,aws-cloudwatch,P4,"ECS task stopped unexpectedly",false,0.861,0.8904,0.861,0.893,0.904,1,conditional,false,"",9
bf1443f8-9992-4e78-a1b1-745a0b8ae4ef,2026-02-02T01:25:30.000Z,19,datadog,noise,"Anomaly detected: request rate drop on checkout-service",false,1,0.8695,1,0.588,0.805,0.8,human_review_anomaly,true,"",3
f223cdf6-e9d8-4c92-be2e-9ca3b039c02b,2026-02-02T11:17:58.000Z,19,newrelic,P2,"Infrastructure host not reporting",false,0.721,0.808,0.721,0.885,0.859,1,conditional,false,"create_incident;page_oncall",8
b07f2d70-5832-4e08-9aa6-b5e90cf7350a,2026-02-02T20:36:48.000Z,19,splunk,P3,"Alert: unauthorized access attempt",true,,,,,,,suppressed_by_rule,false,"",5
4170835f-f761-41e2-9edf-ae9f8002721d,2026-02-02T10:04:20.000Z,19,aws-cloudwatch,P4,"S3 bucket access denied anomaly",false,0.798,0.8176,0.798,0.691,0.86,1,conditional,false,"",18
079111c0-af4e-4406-9ddd-b9ad072288b3,2026-02-02T23:12:40.000Z,19,datadog,P4,"Network packet loss on prod-vpc",false,0.719,0.7409,0.719,0.663,0.808,0.8,conditional,false,"",11
af297fcc-d20f-4666-a8ea-9a1892a755f4,2026-02-02T15:51:15.000Z,19,newrelic,P3,"Workload health degraded: payments-stack",false,0.857,0.8724,0.857,0.931,0.817,1,conditional,false,"create_incident",10
69c71d34-ce6d-47b7-bff3-c63681730090,2026-02-02T08:27:58.000Z,19,splunk,P2,"Correlation search: suspicious API activity",false,0.717,0.7394,0.717,0.608,0.759,1,conditional,false,"create_incident;page_oncall",9
586be807-2745-4060-a7a9-5d7cde3a3105,2026-02-02T10:33:45.000Z,19,aws-cloudwatch,P4,"CloudFront origin timeout",false,0.682,0.7622,0.682,0.768,0.824,1,conditional,false,"",18
b95ac330-16f5-45f7-a4ea-8a75ed13bed6,2026-02-02T17:28:25.000Z,19,datadog,P3,"Container restart loop detected",false,0.804,0.8042,0.804,0.553,0.877,1,conditional,false,"create_incident",14
d9981800-8ccc-4050-8e4e-0e6571259f1f,2026-02-02T17:28:00.000Z,19,newrelic,P1,"Browser JS error rate spike",false,0.663,0.815,0.663,0.9,0.994,1,conditional,false,"create_incident;declare_mim;page_oncall",6
a336adf2-9c50-43f0-9e9b-ab5f4f661835,2026-02-02T06:43:03.000Z,19,splunk,P4,"Correlation search: suspicious API activity",true,,,,,,,suppressed_by_rule,false,"",4
0a1f0129-aebd-423f-945f-166acf9fc224,2026-02-02T00:53:51.000Z,19,aws-cloudwatch,P3,"CloudFront origin timeout",false,0.906,0.858,0.906,0.692,0.885,0.8,conditional,false,"create_incident",5
a876a764-93a7-48fa-9491-f18c26ace11e,2026-02-02T02:14:45.000Z,19,datadog,noise,"Anomaly detected: request rate drop on checkout-service",false,0.644,0.7074,0.644,0.746,0.774,0.8,conditional,false,"",13
0474f75c-4cb3-491c-8bd4-ef66ad1b4f72,2026-02-02T15:10:33.000Z,19,newrelic,noise,"Key transaction SLA violation",false,0.699,0.7652,0.699,0.763,0.805,1,conditional,false,"",15
6831a0b0-8c97-4c01-b153-c49cd1d6fa13,2026-02-02T03:46:45.000Z,19,splunk,P4,"Alert: unauthorized access attempt",true,,,,,,,suppressed_by_rule,false,"",3
846b052c-2b7e-4d96-80bc-5bc9bf6ba5b3,2026-02-02T09:22:03.000Z,19,aws-cloudwatch,P3,"S3 bucket access denied anomaly",false,0.83,0.889,0.83,0.98,0.908,1,conditional,false,"create_incident",4
00d898b1-f7ec-43ce-a343-28ec5c7c2004,2026-02-02T05:26:59.000Z,19,datadog,P3,"Network packet loss on prod-vpc",true,,,,,,,suppressed_by_rule,false,"",4
bcb0545d-b9e1-46c3-a193-b04b3797b543,2026-02-02T16:42:21.000Z,19,newrelic,noise,"Mobile crash rate increase on iOS app",true,,,,,,,suppressed_by_rule,false,"",2
fb73619c-fbe0-4266-9836-62efe48009f7,2026-02-02T18:08:02.000Z,19,splunk,P4,"Correlation search: suspicious API activity",false,0.525,0.7013,0.525,0.797,0.877,1,conditional,false,"",14
da77edae-2882-4580-b192-e3505f2ac478,2026-02-02T14:14:56.000Z,19,aws-cloudwatch,P4,"EC2 CPU utilization exceeds 95% on prod-web-1",false,0.882,0.9125,0.882,1,0.886,1,auto_execute,false,"",9
